,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB
0,"551Brighton LabeauAmiens, 26, Forward","Brighton Labeau Amiens, 26, Forward",0(2),21,-,-,1.5,-,-,-,-,-,5.85,-,-,-,-,-,-,-,0.5,1.5,100.0,-,-,-
1,"552Ádám LangDijon, 29, D(CR)","Ádám Lang Dijon, 29, D(CR)",3,234,1,1,1.7,-,4,0.7,0.3,-,5.79,-,-,-,-,-,-,-,0.7,40.0,85.0,0.3,4.3,-
2,"553Tomás HubocanMarseille, 36, D(CLR)","Tomás Hubocan Marseille, 36, D(CLR)",1,90,1,-,1.0,-,1,4,-,-,5.2,-,-,-,-,-,-,-,1.0,27.0,74.1,-,-,-
0,"541Vincent ThillMetz, 22, AM(R)","Vincent Thill Metz, 22, AM(R)",0(1),26,-,-,-,-,-,-,-,-,5.99,-,-,-,-,-,-,-,1,17.0,82.4,-,-,-
1,"542NathanAmiens, 26, M(CL)","Nathan Amiens, 26, M(CL)",0(1),9,-,-,-,-,-,-,-,-,5.97,-,-,-,-,-,-,1,-,3.0,100.0,-,-,-
2,"543Thomas CarriqueBordeaux, 23, Defender","Thomas Carrique Bordeaux, 23, Defender",1,90,1,2,1,-,2,2,-,-,5.97,-,-,-,1,-,-,-,1,32.0,87.5,1,-,-
3,"544VágnerSaint-Etienne, 26, FW","Vágner Saint-Etienne, 26, FW",1(3),106,-,-,0.5,-,-,0.8,-,-,5.96,-,-,0.8,0.3,0.3,0.3,1.5,0.8,6.8,66.7,-,1,-
4,"545Habib DialloMetz, 26, AM(R),FW","Habib Diallo Metz, 26, AM(R),FW",0(1),14,-,-,-,-,-,-,-,-,5.95,-,-,-,-,-,-,-,1,4.0,75.0,-,-,-
5,"546Jonathan TinhanTroyes, 33, Forward","Jonathan Tinhan Troyes, 33, Forward",0(5),68,0.2,0.2,0.6,-,-,0.2,-,-,5.95,-,-,0.2,0.2,0.2,-,0.2,0.2,3.6,61.1,-,-,-
6,"547Georges Gope-FenepejAmiens, 33, Forward","Georges Gope-Fenepej Amiens, 33, Forward",0(3),44,-,-,0.7,-,-,-,-,-,5.94,-,-,-,0.3,-,-,0.3,0.7,5.7,58.8,0.3,-,-
7,"548Charly CharrierAmiens, 36, Midfielder","Charly Charrier Amiens, 36, Midfielder",1(2),104,0.3,0.7,0.3,-,-,0.7,-,-,5.94,-,-,0.7,0.3,0.3,0.7,2.3,1.7,23.3,77.1,-,1,-
8,"549DoriaMarseille, 27, D(C)","Doria Marseille, 27, D(C)",1(2),76,0.7,0.3,-,0.3,0.3,-,0.3,-,5.89,-,-,-,-,-,-,-,-,8.7,76.9,-,1,-
9,"550Lemouya GoudiabyMetz, 25, Defender","Lemouya Goudiaby Metz, 25, Defender",1(1),85,1,-,-,-,1,1,0.5,-,5.87,-,-,-,-,0.5,-,0.5,2,12.0,87.5,-,-,-
0,"531Abdallah NdourStrasbourg, 28, M(L)","Abdallah Ndour Strasbourg, 28, M(L)",3(2),253,1.8,0.4,0.8,0.2,1,1,0.2,-,6.01,-,-,-,0.8,1.2,-,-,0.8,17.6,78.4,0.6,1.2,-
1,"532Vincent NogueiraStrasbourg, 34, M(C)","Vincent Nogueira Strasbourg, 34, M(C)",1(2),64,-,-,-,-,0.7,-,-,-,6.0,-,-,-,-,1,-,0.3,-,14,85.7,-,1,-
2,"533Guillaume GilletNantes, 38, D(R),M(CR)","Guillaume Gillet Nantes, 38, D(R),M(CR)",0(1),16,-,-,1,-,-,-,1,-,6.0,-,-,-,-,-,-,-,-,12,100,-,1,-
3,"534Kévin ZohiStrasbourg, 25, AM(LR)","Kévin Zohi Strasbourg, 25, AM(LR)",0(1),1,-,-,1,-,-,-,-,-,6.0,-,-,-,-,-,-,1,-,-,-,-,-,-
4,"535Mariusz StepinskiNantes, 27, FW","Mariusz Stepinski Nantes, 27, FW",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,2,50,-,-,-
5,"536Romain PerraudNice, 24, D(L),M(L)","Romain Perraud Nice, 24, D(L),M(L)",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,2,50,-,-,-
6,"537Sloan PrivatGuingamp, 32, FW","Sloan Privat Guingamp, 32, FW",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,1,100,-,-,-
7,"538Yusuf SariMarseille, 23, AM(R)","Yusuf Sari Marseille, 23, AM(R)",0(1),1,-,-,-,-,-,-,-,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-
8,"539Gabriel MagalhãesTroyes, 24, D(C)","Gabriel Magalhães Troyes, 24, D(C)",0(1),83,1,-,1,1,4,1,1,-,5.99,-,-,-,-,1,-,-,-,42,73.8,-,8,1
9,"540Thomas TouréBordeaux, 28, AM(CLR),FW","Thomas Touré Bordeaux, 28, AM(CLR),FW",0(1),7,-,1,-,-,-,-,-,-,5.99,-,-,-,-,-,-,-,-,3,33.3,-,1,-
0,"521Brian FernándezMetz, 27, FW","Brian Fernández Metz, 27, FW",0(7),121,-,-,0.1,-,-,0.1,-,-,6.05,-,-,0.9,0.4,0.6,0.9,0.1,0.7,3.0,71.4,0.3,-,-
1,"522Henri BedimoMarseille, 38, D(L)","Henri Bedimo Marseille, 38, D(L)",0(3),41,-,0.3,-,-,0.3,0.3,-,-,6.05,-,-,-,-,-,-,0.3,-,7.7,82.6,-,-,-
2,"523Thibault GiresseGuingamp, 41, AM(CL)","Thibault Giresse Guingamp, 41, AM(CL)",0(3),20,-,0.3,-,-,-,-,-,-,6.05,-,-,0.3,-,0.3,-,0.3,-,5.0,66.7,0.3,-,-
3,"524Dylan BahamboulaDijon, 27, AM(CLR),FW","Dylan Bahamboula Dijon, 27, AM(CLR),FW",0(4),27,-,-,0.5,-,-,-,-,-,6.05,-,-,0.3,-,-,-,0.3,0.5,3.0,83.3,-,-,-
4,"525Vincent MarcelNice, 25, Midfielder","Vincent Marcel Nice, 25, Midfielder",0(2),48,0.5,-,0.5,-,-,0.5,-,-,6.05,-,-,-,-,0.5,0.5,1,2,9.5,78.9,-,-,-
5,"526Kevin RimanePSG, 31, Defender","Kevin Rimane PSG, 31, Defender",0(1),6,-,-,-,-,-,-,-,-,6.04,-,-,-,-,-,-,-,-,4.0,100.0,-,-,-
6,"527XekaLille, 27, M(C)","Xeka Lille, 27, M(C)",0(1),14,1,-,1,-,-,-,-,-,6.04,-,-,-,-,-,-,-,1,10.0,70.0,-,1,-
7,"528Wilfried KangaAngers, 24, FW","Wilfried Kanga Angers, 24, FW",1(8),169,0.2,-,0.3,-,-,0.2,-,-,6.03,-,-,0.2,-,0.3,-,0.2,0.6,3.7,78.8,-,0.1,-
8,"529Rayan SouiciSaint-Etienne, 24, Midfielder","Rayan Souici Saint-Etienne, 24, Midfielder",0(1),11,-,-,-,-,-,-,-,-,6.03,-,-,-,-,-,-,-,-,5.0,100.0,-,-,-
9,"530Ervin TahaBordeaux, 23, Forward","Ervin Taha Bordeaux, 23, Forward",0(2),37,0.5,-,-,-,-,0.5,-,-,6.03,-,-,0.5,-,-,-,-,-,7.0,78.6,-,-,-
0,"511Zaydou YoussoufBordeaux, 22, M(CR)","Zaydou Youssouf Bordeaux, 22, M(CR)",1(5),128,0.5,0.2,0.5,-,0.2,0.2,-,-,6.09,-,-,0.5,0.2,0.5,-,1.2,0.7,8.0,68.8,-,0.3,-
1,"512Timothy WeahPSG, 22, AM(LR),FW","Timothy Weah PSG, 22, AM(LR),FW",1(2),120,0.3,-,0.7,-,-,-,-,-,6.09,-,-,0.7,0.3,-,0.3,0.7,1.3,5.3,81.3,-,-,-
2,"513Morgan AmalfitanoRennes, 37, M(CLR)","Morgan Amalfitano Rennes, 37, M(CLR)",10(4),751,0.6,0.3,0.6,-,0.5,0.2,-,-,6.09,-,-,0.8,0.4,1,-,1.2,0.7,17.8,85.5,0.1,0.3,0.1
3,"514Yoel ArmougomCaen, 24, D(L)","Yoel Armougom Caen, 24, D(L)",1(3),135,0.5,0.3,0.5,-,0.5,-,0.3,-,6.08,-,-,-,0.3,0.5,-,0.3,0.5,12.3,67.3,0.3,0.8,-
4,"515Afonso FigueiredoRennes, 29, D(L)","Afonso Figueiredo Rennes, 29, D(L)",1(4),222,1.2,-,0.6,0.2,0.8,0.4,-,-,6.08,-,-,-,-,1.4,-,0.6,0.6,20.2,70.3,-,1,-
5,"516Jérôme PriorBordeaux, 26, GK","Jérôme Prior Bordeaux, 26, GK",2,180,-,-,-,-,2,-,-,-,6.08,-,-,-,-,-,-,-,-,16.5,57.6,-,5,-
6,"517Adrian SahibeddineDijon, 27, Midfielder","Adrian Sahibeddine Dijon, 27, Midfielder",0(3),29,-,-,-,-,-,0.3,-,-,6.07,-,-,0.7,-,-,-,0.7,0.3,1.7,80.0,-,-,-
7,"518Yacine AdliPSG, 21, M(C)","Yacine Adli PSG, 21, M(C)",0(1),7,-,-,-,-,-,-,-,-,6.07,-,-,-,-,-,-,-,-,7.0,100.0,-,2,-
8,"519Mickaël Le BihanNice, 32, FW","Mickaël Le Bihan Nice, 32, FW",0(7),100,-,0.1,0.1,-,-,0.4,-,-,6.07,-,-,0.1,0.4,0.3,-,0.6,0.9,6.4,91.1,-,0.4,-
9,"520Bryan MbeumoTroyes, 22, AM(LR),FW","Bryan Mbeumo Troyes, 22, AM(LR),FW",0(4),61,-,-,0.3,-,0.5,0.8,-,-,6.06,-,-,0.8,-,1,-,1,1,4.5,55.6,-,-,-
0,"501Olivier VerdonBordeaux, 26, D(C)","Olivier Verdon Bordeaux, 26, D(C)",0(1),10,-,-,-,-,3,-,-,-,6.11,-,-,-,-,-,-,-,-,2.0,-,-,-,-
1,"502Saliou CissAngers, 32, D(CL)","Saliou Ciss Angers, 32, D(CL)",2(1),144,1,0.7,-,-,0.3,1,-,-,6.11,-,-,0.3,0.3,0.7,0.3,1,0.3,19.3,72.4,-,0.3,-
2,"503Alois ConfaisTroyes, 25, D(R),DMC","Alois Confais Troyes, 25, D(R),DMC",4(11),603,0.5,0.3,0.6,-,0.9,0.4,0.3,-,6.11,-,-,0.1,0.1,0.5,-,0.1,0.3,17.5,80.9,0.2,1.1,-
3,"504Vincent RüfliDijon, 34, D(LR)","Vincent Rüfli Dijon, 34, D(LR)",0(3),22,1.3,0.3,1,-,-,-,-,-,6.11,-,-,-,-,-,-,-,-,2.7,62.5,-,-,-
4,"505Florentin PogbaSaint-Etienne, 31, D(CL)","Florentin Pogba Saint-Etienne, 31, D(CL)",4(1),323,1.2,0.2,0.4,-,2.4,0.4,0.4,-,6.11,-,-,-,0.4,0.6,0.2,0.4,0.4,26.0,80.8,0.6,1.6,-
5,"506Driss KhalidToulouse, 23, Forward","Driss Khalid Toulouse, 23, Forward",0(1),28,1,-,-,-,2,-,-,-,6.1,-,-,1,-,-,-,2,1,8.0,62.5,-,-,-
6,"507Gil DiasMonaco, 25, D(L),M(LR)","Gil Dias Monaco, 25, D(L),M(LR)",0(1),7,1,-,-,-,-,-,-,-,6.1,-,-,1,-,-,-,1,-,1.0,100,-,-,-
7,"508Lilian FournierMetz, 24, Midfielder","Lilian Fournier Metz, 24, Midfielder",0(1),14,-,-,1,-,-,-,-,-,6.1,-,-,-,-,-,-,-,-,6.0,50,-,-,-
8,"509Maxime DupéNantes, 29, GK","Maxime Dupé Nantes, 29, GK",1,90,-,-,-,-,2,-,-,-,6.1,-,-,-,-,-,-,-,-,18.0,44.4,-,5,-
9,"510Alexander SøderlundSaint-Etienne, 34, FW","Alexander Søderlund Saint-Etienne, 34, FW",2(10),356,0.1,0.2,1.1,-,0.2,0.2,-,-,6.09,-,1,0.5,0.5,0.5,0.4,0.7,0.8,6.4,72.7,-,-,-
0,"491Ihsan SackoStrasbourg, 24, AM(L)","Ihsan Sacko Strasbourg, 24, AM(L)",8(9),705,0.6,0.3,0.6,-,0.2,0.5,-,-,6.16,-,-,0.8,0.3,0.8,0.1,0.5,1.6,11.1,72.3,0.1,0.2,0.1
1,"492Clément GrenierLyon, 31, M(CL)","Clément Grenier Lyon, 31, M(CL)",0(1),4,1,-,1,-,-,-,-,-,6.16,-,-,1,-,2,-,-,-,5.0,40.0,-,-,-
2,"493Pape Cheikh Diop GueyeLyon, 24, DMC","Pape Cheikh Diop Gueye Lyon, 24, DMC",0(1),9,-,-,-,-,-,-,-,-,6.16,-,-,-,-,-,-,-,-,9.0,100.0,-,-,-
3,"494Jordi MboulaMonaco, 23, AM(R)","Jordi Mboula Monaco, 23, AM(R)",0(3),29,-,-,0.3,-,0.7,-,-,-,6.16,1,-,0.7,-,0.7,-,-,0.3,2.3,71.4,-,0.7,-
4,"495Mathieu MichelAngers, 30, GK","Mathieu Michel Angers, 30, GK",6(1),597,-,-,-,-,0.1,0.1,-,-,6.15,-,-,-,-,0.1,-,-,-,22.1,52.3,-,6.4,-
5,"496Hicham MahouNice, 22, Midfielder","Hicham Mahou Nice, 22, Midfielder",0(3),53,0.3,1,0.3,-,-,0.7,-,-,6.12,-,-,0.3,-,-,-,0.7,1,8.3,80.0,-,0.3,-
6,"497BoschiliaMonaco, 26, AM(CLR)","Boschilia Monaco, 26, AM(CLR)",1(4),80,0.8,-,0.2,-,-,0.6,-,-,6.12,-,-,0.8,0.4,0.6,-,0.6,0.2,8.2,82.9,-,0.2,-
7,"498Gauthier HeinMetz, 25, AM(R)","Gauthier Hein Metz, 25, AM(R)",1(2),81,0.7,0.7,-,-,0.3,0.7,-,-,6.12,-,-,0.3,0.3,0.3,-,0.7,1,13.0,94.9,-,0.3,-
8,"499Ismaël DiomandéCaen, 29, D(C),DMC","Ismaël Diomandé Caen, 29, D(C),DMC",8(3),711,1.3,0.5,0.8,0.5,1.8,0.5,0.5,-,6.11,-,1,0.3,0.1,0.2,-,0.2,0.5,24.6,84.9,0.1,2.6,-
9,"500Hervé KoffiLille, 25, GK","Hervé Koffi Lille, 25, GK",4,360,-,0.3,-,-,0.3,-,-,-,6.11,-,-,-,-,0.5,-,-,-,26.8,67.3,-,6.5,-
0,"481Jordan TellRennes, 25, Forward","Jordan Tell Rennes, 25, Forward",0(6),109,0.7,0.2,0.3,-,-,0.2,-,-,6.19,1,-,1.2,0.2,-,0.2,0.7,1.2,4.7,78.6,-,0.3,-
1,"482Gonçalo GuedesPSG, 25, AM(CLR),FW","Gonçalo Guedes PSG, 25, AM(CLR),FW",0(1),4,-,-,-,-,-,-,-,-,6.19,-,-,-,-,-,-,-,-,2.0,100.0,-,-,-
